"Question #","Question Text","Answer 1","Answer 2","Answer 3 (Optional)","Answer 4 (Optional)","Time Limit (sec) (Max: 300 seconds)","Correct Answer(s) (Only include Answer #)"
"190","Concept: Equivalent fractions name the same amount even when the numbers look different. Question: Which fraction is equivalent to 3/4?","5/8","6/8","3/8","4/8","30","2"
"191","Concept: Fractions with the same denominator can be compared by their numerators. Question: Which fraction is greater?","2/3","3/3","1/4","1/3","25","1"
"192","Concept: Fractions with the same denominator can be compared by their numerators. Question: Which fraction is greater?","6/8","1/9","7/8","8/8","25","3"
"193","Concept: Fractions with the same denominator can be compared by their numerators. Question: Which fraction is greater?","4/6","1/7","5/6","6/6","25","3"
"194","Concept: Fractions with the same denominator can be compared by their numerators. Question: Which fraction is greater?","1/8","5/7","7/7","6/7","25","4"
"195","Concept: Fractions with the same denominator can be compared by their numerators. Question: Which fraction is greater?","5/7","6/7","1/8","7/7","25","2"
"196","Concept: When fractions have the same numerator, the fraction with the smaller denominator is greater. Question: Which fraction is greater?","2/7","1/3","1/7","1/2","25","2"
"197","Concept: When fractions have the same numerator, the fraction with the smaller denominator is greater. Question: Which fraction is greater?","2/8","3/8","1/5","2/5","25","4"
"198","Concept: When fractions have the same numerator, the fraction with the smaller denominator is greater. Question: Which fraction is greater?","2/9","1/4","1/9","1/2","25","2"
"199","Concept: When fractions have the same numerator, the fraction with the smaller denominator is greater. Question: Which fraction is greater?","1/5","3/5","3/7","4/7","25","2"
"200","Concept: When fractions have the same numerator, the fraction with the smaller denominator is greater. Question: Which fraction is greater?","2/8","3/8","2/5","1/5","25","3"
"201","Concept: Sharing one whole equally means each share is a unit fraction. Question: One sandwich is shared equally among 6 students. What fraction of the sandwich does each student get?","6/6","1/6","2/6","1/7","30","2"
"202","Concept: Sharing one whole equally means each share is a unit fraction. Question: One sandwich is shared equally among 5 students. What fraction of the sandwich does each student get?","2/5","1/6","1/5","5/5","30","3"
"203","Concept: Sharing one whole equally means each share is a unit fraction. Question: One sandwich is shared equally among 7 students. What fraction of the sandwich does each student get?","7/7","1/8","1/7","2/7","30","3"
"204","Concept: Sharing one whole equally means each share is a unit fraction. Question: One sandwich is shared equally among 8 students. What fraction of the sandwich does each student get?","1/8","2/8","1/9","8/8","30","1"
"205","Concept: Sharing one whole equally means each share is a unit fraction. Question: One sandwich is shared equally among 7 students. What fraction of the sandwich does each student get?","7/7","1/7","2/7","1/8","30","2"
"206","Concept: Fractions can be built by joining unit fractions. Question: Which fraction is the same as 1/4 + 1/4 + 1/4?","4/4","1/3","2/4","3/4","30","4"
"207","Concept: Fractions can be built by joining unit fractions. Question: Which fraction is the same as 1/5 + 1/5 + 1/5 + 1/5?","1/4","3/5","4/5","5/5","30","3"
"208","Concept: Fractions can be built by joining unit fractions. Question: Which fraction is the same as 1/6 + 1/6?","3/6","2/5","1/6","2/6","30","4"
"209","Concept: Fractions can be built by joining unit fractions. Question: Which fraction is the same as 1/8 + 1/8 + 1/8 + 1/8 + 1/8?","6/8","5/8","4/8","1/5","30","2"
"210","Concept: Fractions can be built by joining unit fractions. Question: Which fraction is the same as 1/3 + 1/3?","2/4","3/3","2/3","1/3","30","3"
"211","Concept: A 3D figure is solid and has length, width, and height. Question: Which shape is a 3D figure?","trapezoid","triangle","cube","rhombus","20","3"
"212","Concept: A 3D figure is solid and has length, width, and height. Question: Which shape is a 3D figure?","rhombus","rectangular prism","trapezoid","pentagon","20","2"
"213","Concept: A 3D figure is solid and has length, width, and height. Question: Which shape is a 3D figure?","pentagon","triangle","cone","rectangle","20","3"
"214","Concept: A 3D figure is solid and has length, width, and height. Question: Which shape is a 3D figure?","rectangle","trapezoid","pentagon","cylinder","20","4"
"215","Concept: A 2D figure is flat and has only length and width. Question: Which shape is a 2D figure?","rectangular prism","cylinder","cone","triangle","20","4"
"216","Concept: A 2D figure is flat and has only length and width. Question: Which shape is a 2D figure?","rectangle","cube","cylinder","rectangular prism","20","1"
"217","Concept: A 2D figure is flat and has only length and width. Question: Which shape is a 2D figure?","rectangular prism","hexagon","cylinder","cube","20","2"
"218","Concept: A 2D figure is flat and has only length and width. Question: Which shape is a 2D figure?","rhombus","rectangular prism","cone","cylinder","20","1"
"219","Concept: A quadrilateral is a polygon with 4 sides. Question: Which shape is a quadrilateral?","pentagon","triangle","hexagon","rectangle","20","4"
"220","Concept: A quadrilateral is a polygon with 4 sides. Question: Which shape is a quadrilateral?","triangle","octagon","square","hexagon","20","3"
"221","Concept: A quadrilateral is a polygon with 4 sides. Question: Which shape is a quadrilateral?","rhombus","octagon","triangle","hexagon","20","1"
"222","Concept: A quadrilateral is a polygon with 4 sides. Question: Which shape is a quadrilateral?","pentagon","trapezoid","hexagon","triangle","20","2"
"223","Concept: A quadrilateral is a polygon with 4 sides. Question: Which shape is a quadrilateral?","octagon","hexagon","pentagon","parallelogram","20","4"
"224","Concept: A quadrilateral is a polygon with 4 sides. Question: How many sides does a quadrilateral have?","5","3","4","6","20","3"
"225","Concept: A quadrilateral is a polygon with 4 sides. Question: How many sides does a quadrilateral have?","4","5","3","6","20","1"
"226","Concept: A quadrilateral is a polygon with 4 sides. Question: How many sides does a quadrilateral have?","4","6","3","5","20","1"
"227","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 14 units and 7 units?","44","21","98","42","30","4"
"228","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 10 units and 3 units?","28","26","30","13","30","2"
"229","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 14 units and 3 units?","17","42","36","34","30","4"
"230","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 3 units and 7 units?","21","20","22","10","30","2"
"231","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 6 units and 7 units?","42","28","26","13","30","3"
"232","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 15 units and 5 units?","42","20","75","40","30","4"
"233","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 8 units and 6 units?","28","48","14","30","30","1"
"234","Concept: Perimeter is the distance around a figure. Question: What is the perimeter of a rectangle with side lengths 7 units and 5 units?","35","26","24","12","30","3"
"235","Concept: Perimeter is found by adding the lengths of all sides. Question: A shape has side lengths of 7 units, 3 units, 9 units, and 8 units. What is its perimeter?","31","21","19","27","30","4"
"236","Concept: Perimeter is found by adding the lengths of all sides. Question: A shape has side lengths of 11 units, 9 units, 10 units, and 9 units. What is its perimeter?","30","43","99","39","30","4"
"237","Concept: Perimeter is found by adding the lengths of all sides. Question: A shape has side lengths of 11 units, 9 units, 7 units, and 11 units. What is its perimeter?","99","42","27","38","30","4"
"238","Concept: Perimeter is found by adding the lengths of all sides. Question: A shape has side lengths of 11 units, 8 units, 9 units, and 7 units. What is its perimeter?","28","88","35","39","30","3"
"239","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 5 rows of squares with 3 squares in each row. What is the area?","16","15","20","8","30","2"
"240","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 6 rows of squares with 8 squares in each row. What is the area?","54","14","28","48","30","4"
"241","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 4 rows of squares with 2 squares in each row. What is the area?","6","10","8","12","30","3"
"242","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 7 rows of squares with 4 squares in each row. What is the area?","28","22","35","11","30","1"
"243","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 4 rows of squares with 6 squares in each row. What is the area?","20","28","10","24","30","4"
"244","Concept: Area is the number of square units needed to cover a surface. Question: A rectangle has 7 rows of squares with 7 squares in each row. What is the area?","56","49","14","28","30","2"
"245","Concept: The area of a composite figure can be found by adding the areas of smaller rectangles. Question: One rectangle has area 12 square units and a second rectangle has area 6 square units. What is the total area?","12","6","22","18","35","4"
"246","Concept: The area of a composite figure can be found by adding the areas of smaller rectangles. Question: One rectangle has area 20 square units and a second rectangle has area 6 square units. What is the total area?","30","20","26","6","35","3"
"247","Concept: The area of a composite figure can be found by adding the areas of smaller rectangles. Question: One rectangle has area 16 square units and a second rectangle has area 20 square units. What is the total area?","16","40","20","36","35","4"
"248","Concept: Equal shares of area can be named with fractions. Question: A rectangle is divided into 8 equal squares. 3 squares are shaded. Which fraction of the area is shaded?","3/7","5/8","8/8","3/8","30","4"
"249","Concept: Equal shares of area can be named with fractions. Question: A rectangle is divided into 6 equal squares. 2 squares are shaded. Which fraction of the area is shaded?","2/5","4/6","6/6","2/6","30","4"
"250","Concept: Equal shares of area can be named with fractions. Question: A rectangle is divided into 10 equal squares. 7 squares are shaded. Which fraction of the area is shaded?","7/9","3/10","10/10","7/10","30","4"
"251","Concept: The length of time between two clock times is called elapsed time. Question: A lesson starts at 9:40 and ends at 10:25. How many minutes long is the lesson?","40 minutes","50 minutes","25 minutes","45 minutes","35","4"
"252","Concept: The length of time between two clock times is called elapsed time. Question: A lesson starts at 7:40 and ends at 8:15. How many minutes long is the lesson?","15 minutes","40 minutes","30 minutes","35 minutes","35","4"
"253","Concept: The length of time between two clock times is called elapsed time. Question: A lesson starts at 7:15 and ends at 8:00. How many minutes long is the lesson?","45 minutes","0 minutes","50 minutes","40 minutes","35","1"
"254","Concept: The length of time between two clock times is called elapsed time. Question: A lesson starts at 10:25 and ends at 10:35. How many minutes long is the lesson?","35 minutes","5 minutes","15 minutes","10 minutes","35","4"
"255","Concept: The length of time between two clock times is called elapsed time. Question: A lesson starts at 8:00 and ends at 8:40. How many minutes long is the lesson?","35 minutes","40 minutes","45 minutes","44 minutes","35","2"
"256","Concept: Liquid volume tells how much space a liquid takes up. Question: Which item is best measured by liquid volume?","a basketball","a backpack","a desk","a bottle of juice","20","4"
"257","Concept: Weight tells how heavy something is. Question: Which item is best measured by weight?","a cup of lemonade","a fish tank of water","a bag of rice","a pitcher of juice","20","3"
"258","Concept: Cups and gallons are units used for liquid volume. Question: Which unit would you most likely use to measure milk in a carton?","pounds","feet","inches","cups","20","4"
"259","Concept: Ounces and pounds are units used for weight. Question: Which unit would you most likely use to measure the weight of a dog?","gallons","minutes","pounds","cups","20","3"
"260","Concept: Choosing the correct attribute means deciding whether something should be measured by liquid volume or weight. Question: Which item would most likely be measured by liquid volume instead of weight?","a box of books","a bowling ball","soup in a pot","a backpack","20","3"
"261","Concept: A frequency table shows how often each category appears. Question: A table shows red = 7, blue = 6, green = 8, and yellow = 5. How many items are in the table altogether?","26","13","28","30","35","1"
"262","Concept: Data in a table can be compared by finding how many more or fewer. Question: A table shows red = 15, blue = 8, green = 12, and yellow = 5. How many more items are in the greatest category than in the least category?","1","0","5","2","35","2"
"263","Concept: A frequency table shows how often each category appears. Question: A table shows red = 15, blue = 13, green = 10, and yellow = 14. How many items are in the table altogether?","56","24","52","28","35","3"
"264","Concept: Data in a table can be compared by finding how many more or fewer. Question: A table shows red = 14, blue = 4, green = 12, and yellow = 7. How many more items are in the greatest category than in the least category?","0","2","7","5","35","1"
"265","Concept: A frequency table shows how often each category appears. Question: A table shows red = 9, blue = 8, green = 13, and yellow = 5. How many items are in the table altogether?","35","18","39","17","35","1"
"266","Concept: Data in a table can be compared by finding how many more or fewer. Question: A table shows red = 9, blue = 13, green = 7, and yellow = 5. How many more items are in the greatest category than in the least category?","0","2","5","1","35","1"
"267","Concept: A frequency table shows how often each category appears. Question: A table shows red = 8, blue = 5, green = 10, and yellow = 9. How many items are in the table altogether?","13","19","36","32","35","4"
"268","Concept: Data in a table can be compared by finding how many more or fewer. Question: A table shows red = 4, blue = 13, green = 14, and yellow = 10. How many more items are in the greatest category than in the least category?","0","10","2","5","35","1"
"269","Concept: A frequency table shows how often each category appears. Question: A table shows red = 8, blue = 9, green = 11, and yellow = 7. How many items are in the table altogether?","18","35","39","17","35","2"
"270","Concept: Data in a table can be compared by finding how many more or fewer. Question: A table shows red = 12, blue = 9, green = 6, and yellow = 15. How many more items are in the greatest category than in the least category?","15","2","0","5","35","3"
"271","Concept: In a pictograph, each symbol stands for a set number of items. Question: In a picture graph, each star stands for 2 books. One row has 3 symbols. How many books does that row represent?","3","5","6","8","30","3"
"272","Concept: A pictograph can be used to combine data from more than one category. Question: In a picture graph, each symbol stands for 4 votes. Category A has 5 symbols and Category B has 1 symbols. How many votes do the two categories have altogether?","28","24","6","20","35","2"
"273","Concept: In a pictograph, each symbol stands for a set number of items. Question: In a picture graph, each triangle stands for 3 books. One row has 4 symbols. How many books does that row represent?","12","7","15","4","30","1"
"274","Concept: A pictograph can be used to combine data from more than one category. Question: In a picture graph, each symbol stands for 2 votes. Category A has 6 symbols and Category B has 4 symbols. How many votes do the two categories have altogether?","10","12","20","22","35","3"
"275","Concept: In a pictograph, each symbol stands for a set number of items. Question: In a picture graph, each star stands for 4 books. One row has 7 symbols. How many books does that row represent?","28","11","32","7","30","1"
"276","Concept: A pictograph can be used to combine data from more than one category. Question: In a picture graph, each symbol stands for 3 votes. Category A has 5 symbols and Category B has 4 symbols. How many votes do the two categories have altogether?","30","9","27","15","35","3"
"277","Concept: In a pictograph, each symbol stands for a set number of items. Question: In a picture graph, each triangle stands for 3 books. One row has 2 symbols. How many books does that row represent?","6","2","5","9","30","1"
"278","Concept: A pictograph can be used to combine data from more than one category. Question: In a picture graph, each symbol stands for 4 votes. Category A has 5 symbols and Category B has 3 symbols. How many votes do the two categories have altogether?","36","32","8","20","35","2"
"279","Concept: In a pictograph, each symbol stands for a set number of items. Question: In a picture graph, each star stands for 4 books. One row has 7 symbols. How many books does that row represent?","11","28","7","32","30","2"
"280","Concept: A pictograph can be used to combine data from more than one category. Question: In a picture graph, each symbol stands for 2 votes. Category A has 3 symbols and Category B has 1 symbols. How many votes do the two categories have altogether?","6","4","8","10","35","3"
"281","Concept: Data can answer multi-step questions by combining and comparing amounts. Question: A class read 11 books on Monday, 9 books on Tuesday, and 16 books on Wednesday. If the goal was 8 books each day, how many books above the 3-day goal did the class read?","24","12","36","15","40","2"
"282","Concept: Data can answer multi-step questions by combining and comparing amounts. Question: A class read 11 books on Monday, 15 books on Tuesday, and 9 books on Wednesday. If the goal was 9 books each day, how many books above the 3-day goal did the class read?","11","8","27","35","40","2"
"283","Concept: Data can answer multi-step questions by combining and comparing amounts. Question: A class read 17 books on Monday, 15 books on Tuesday, and 19 books on Wednesday. If the goal was 9 books each day, how many books above the 3-day goal did the class read?","24","51","26","27","40","1"
"284","Concept: Data can answer multi-step questions by combining and comparing amounts. Question: A class read 8 books on Monday, 19 books on Tuesday, and 9 books on Wednesday. If the goal was 9 books each day, how many books above the 3-day goal did the class read?","12","27","9","36","40","3"
"285","Concept: Data can answer multi-step questions by combining and comparing amounts. Question: A class read 14 books on Monday, 19 books on Tuesday, and 12 books on Wednesday. If the goal was 7 books each day, how many books above the 3-day goal did the class read?","27","45","24","21","40","3"
"286","Concept: Income is money a person earns for work. Question: Which example shows income?","giving away a toy","buying a game","spending money at a store","getting paid for mowing lawns","25","4"
"287","Concept: Labor is work people do to earn income. Question: Which action is an example of labor?","walking dogs for neighbors","saving birthday money","trading baseball cards","borrowing a pencil","25","1"
"288","Concept: People earn income when they provide goods or services. Question: Which job most directly provides a service?","washing cars","saving coins in a jar","selling a used toy","collecting stamps","25","1"
"289","Concept: A budget is a plan for how money will be used. Question: Why do people make a budget?","to plan spending and saving","to turn coins into bills","to make prices higher","to avoid earning income","25","1"
"290","Concept: Saving means keeping money to use later. Question: Which choice shows saving?","trading lunch for a toy","borrowing money for candy","putting money in a jar for a bike","spending all allowance today","25","3"
"291","Concept: Saving helps people reach a future spending goal. Question: Why might a student save part of each allowance?","to make prices disappear","to avoid counting money","to buy something bigger later","to spend it twice today","25","3"
"292","Concept: Scarcity means there is not enough of something for everyone who wants it. Question: Which situation shows scarcity?","20 apples for 4 families","3 markers for 6 students","8 chairs for 5 people","10 books for 3 readers","25","2"
"293","Concept: Because of scarcity, people make choices about what they want most. Question: If a store has only one last toy and many students want it, which word best describes the situation?","salary","scarcity","deposit","income","25","2"
"294","Concept: A choice has a cost when you give up one thing to get another. Question: If Maya spends her  on a puzzle instead of a ball, what is the cost of her choice?","the puzzle becomes free","she earns extra money","she cannot use the  for the ball","the store gives her more toys","25","3"
"295","Concept: Depositing money means putting money into savings. Question: Which action is a deposit?","borrowing  from a friend","spending  on a game","putting  into a savings account","taking  out to buy lunch","25","3"
"296","Concept: Withdrawing money means taking money out of savings. Question: Which action is a withdrawal?","earning money for chores","taking money out of a savings account","keeping money in an envelope","adding coins to a bank","25","2"
"297","Concept: Borrowing means using someone else's money now and paying it back later. Question: Which example shows borrowing?","saving allowance in a jar","buying a snack with your own money","earning money by raking leaves","using a library book and returning it later","25","4"
"298","Concept: Credit means a promise to pay for something later. Question: Which situation best matches credit?","trade toys with a friend","save now and buy later","work now and get paid now","buy now and pay later","25","4"
"299","Concept: Producers make or do things people want. Question: Which person is acting as a producer?","a baker selling bread","a shopper making a list","a child buying bread","a student saving allowance","25","1"
"300","Concept: Consumers buy or use goods and services. Question: Which person is acting as a consumer?","a chef cooking meals for sale","a worker repairing a roof","a family buying groceries","a farmer growing corn","25","3"
